MSOAC,MSOAHOCLN,LAD19C,LAD19N,REG,LSOACOUNT,POPMID15,IMD19 SCORE,MSOARANK,MSOADECILE,MSOAQUINTILE
E02000376,Shepherd's Bush West,E09000013,Hammersmith and Fulham,London,4,6874,30.26116424,1514,3,2
E02000377,Askew,E09000013,Hammersmith and Fulham,London,5,8067,28.28695612,1746,3,2
E02000378,Shepherd's Bush South,E09000013,Hammersmith and Fulham,London,4,6472,23.67004651,2413,4,2
E02000379,Ravenscourt Park North,E09000013,Hammersmith and Fulham,London,4,7673,19.27169334,3182,5,3
E02000380,Brackenbury,E09000013,Hammersmith and Fulham,London,4,5814,17.50136722,3537,6,3
E02000381,Brook Green,E09000013,Hammersmith and Fulham,London,5,7735,20.11097789,3021,5,3
E02000382,Ravenscourt Park South,E09000013,Hammersmith and Fulham,London,4,5783,21.62350389,2748,5,3
E02000383,West Kensington,E09000013,Hammersmith and Fulham,London,6,9211,17.56270872,3523,6,3
E02000384,Hammersmith Broadway,E09000013,Hammersmith and Fulham,London,5,7081,32.95610309,1236,2,1
E02000385,Barons Court,E09000013,Hammersmith and Fulham,London,4,6010,17.25084343,3591,6,3
E02000386,North End,E09000013,Hammersmith and Fulham,London,5,8087,30.90468431,1450,3,2
E02000387,Lillie Road & Greyhound Road,E09000013,Hammersmith and Fulham,London,4,6088,22.14087993,2642,4,2
E02000388,Fulham Broadway,E09000013,Hammersmith and Fulham,London,5,8258,19.70441608,3094,5,3
E02000389,Fulham Reach,E09000013,Hammersmith and Fulham,London,5,8233,11.32799016,5146,8,4
E02000390,Fulham Aintree,E09000013,Hammersmith and Fulham,London,4,6355,18.4755166,3355,5,3
E02000391,Parsons Green East & Eel Brook Common,E09000013,Hammersmith and Fulham,London,5,7934,17.44029519,3552,6,3
E02000392,Parsons Green West,E09000013,Hammersmith and Fulham,London,6,9327,17.88842457,3463,6,3
E02000393,Munster,E09000013,Hammersmith and Fulham,London,4,5916,9.297754902,5740,9,5
E02000394,Sands End & Chelsea Harbour,E09000013,Hammersmith and Fulham,London,5,8629,19.70461154,3093,5,3
E02000395,Fulham Palace & Hurlingham Park,E09000013,Hammersmith and Fulham,London,4,6024,10.78886753,5299,8,4
E02000396,South Park,E09000013,Hammersmith and Fulham,London,4,6826,18.11127879,3420,6,3
E02000397,Bowes Park,E09000014,Haringey,London,4,8305,26.15482083,2062,4,2
E02000398,Northumberland Park,E09000014,Haringey,London,4,7629,49.73926439,301,1,1
E02000400,Bounds Green,E09000014,Haringey,London,4,8236,21.73250911,2720,5,3
E02000401,Roundway,E09000014,Haringey,London,4,6978,43.11291889,552,1,1
E02000402,Tottenham Bruce Castle Park,E09000014,Haringey,London,4,6716,41.39051429,647,1,1
E02000403,Wood Green North,E09000014,Haringey,London,4,7796,25.14677258,2203,4,2
E02000404,Scotch Estate,E09000014,Haringey,London,4,7970,31.82471405,1367,3,2
E02000405,Alexandra Park,E09000014,Haringey,London,4,6648,11.86962545,4985,8,4
E02000406,Noel Park,E09000014,Haringey,London,4,7410,33.5264641,1167,2,1
E02000407,Bruce Grove North,E09000014,Haringey,London,4,7768,40.34503502,697,2,1
E02000408,Tottenham North West,E09000014,Haringey,London,4,8443,37.74927443,857,2,1
E02000409,Lordship Lane & Broadwater Farm,E09000014,Haringey,London,4,6360,39.80983962,718,2,1
E02000410,Muswell Hill North,E09000014,Haringey,London,4,6572,11.07204717,5218,8,4
E02000411,Tottenham Lea Valley,E09000014,Haringey,London,4,9714,32.82515802,1248,2,1
E02000412,Wood Green South,E09000014,Haringey,London,4,7619,34.36582609,1094,2,1
E02000413,Fortis Green & Coldfall,E09000014,Haringey,London,4,7544,15.14302187,4077,7,4
E02000414,Bruce Grove South,E09000014,Haringey,London,4,7416,29.47818581,1600,3,2
E02000415,Downhills Park,E09000014,Haringey,London,4,7170,27.36343738,1893,3,2
E02000416,Hornsey East,E09000014,Haringey,London,5,7786,28.274187,1753,3,2
E02000417,Muswell Hill South,E09000014,Haringey,London,4,6473,13.70292198,4479,7,4
E02000418,Hornsey West,E09000014,Haringey,London,4,5771,11.93660821,4969,8,4
E02000419,Harringay Ladder North,E09000014,Haringey,London,4,8876,25.24468995,2187,4,2
E02000420,Tottenham Green West,E09000014,Haringey,London,4,7967,36.06057901,961,2,1
E02000421,Tottenham Green East,E09000014,Haringey,London,4,7557,41.38769234,648,1,1
E02000422,West Green & St Ann's,E09000014,Haringey,London,4,8461,29.5572872,1592,3,2
E02000423,Harringay East,E09000014,Haringey,London,4,7336,23.01422983,2501,4,2
E02000424,Hornsey Vale,E09000014,Haringey,London,4,7377,19.60835285,3113,5,3
E02000425,South Tottenham,E09000014,Haringey,London,4,7775,27.75180733,1832,3,2
E02000426,Highgate Wood,E09000014,Haringey,London,4,6329,15.29275209,4046,6,3
E02000427,Harringay Ladder South,E09000014,Haringey,London,4,7047,25.72474003,2119,4,2
E02000428,Harringay Warehouse District & Vartry,E09000014,Haringey,London,4,7904,31.03907578,1435,3,2
E02000429,Crouch End West,E09000014,Haringey,London,4,7061,13.4351885,4545,7,4
E02000430,Crouch End East,E09000014,Haringey,London,4,7515,15.08218204,4094,7,4
E02000431,Highgate East,E09000014,Haringey,London,4,6224,13.94456138,4402,7,4
E02000432,Stroud Green,E09000014,Haringey,London,4,6473,23.3377159,2469,4,2
E02000433,Stanmore Park,E09000015,Harrow,London,4,7983,12.48209295,4819,8,4
E02000434,Canons Park,E09000015,Harrow,London,5,9243,14.77928508,4181,7,4
E02000435,Stanmore Uxbridge Road,E09000015,Harrow,London,4,8002,20.20159535,3011,5,3
E02000436,Hatch End North,E09000015,Harrow,London,4,5724,7.798958945,6108,9,5
E02000437,Harrow Weald,E09000015,Harrow,London,5,8760,16.72362466,3689,6,3
E02000438,Hatch End South,E09000015,Harrow,London,5,8052,17.7924728,3483,6,3
E02000439,Edgware West,E09000015,Harrow,London,5,8678,18.49153883,3351,5,3
E02000440,Belmont,E09000015,Harrow,London,5,9617,10.34400541,5439,9,5
E02000441,Pinner Green,E09000015,Harrow,London,4,6962,16.71795203,3690,6,3
E02000442,Queensbury East,E09000015,Harrow,London,5,9181,14.42063599,4283,7,4
E02000443,Wealdstone North,E09000015,Harrow,London,5,9624,22.04779187,2659,4,2
E02000444,Queensbury West,E09000015,Harrow,London,5,8802,11.77786923,5005,8,4
E02000445,Wealdstone South,E09000015,Harrow,London,5,10900,21.70237862,2731,5,3
E02000447,Headstone Lane,E09000015,Harrow,London,4,6947,12.47077544,4826,8,4
E02000448,Pinner Central,E09000015,Harrow,London,4,6942,6.75395376,6341,10,5
E02000449,Kenton East,E09000015,Harrow,London,5,8368,18.32467674,3375,5,3
E02000451,North Harrow,E09000015,Harrow,London,4,6742,7.442853753,6179,10,5
E02000452,Greenhill North,E09000015,Harrow,London,4,8474,17.7143932,3496,6,3
E02000453,Pinner Road,E09000015,Harrow,London,4,8109,12.56025108,4797,8,4
E02000454,Pinner South,E09000015,Harrow,London,4,7037,5.780740514,6524,10,5
E02000455,Greenhill South,E09000015,Harrow,London,4,8605,17.89532377,3458,6,3
E02000456,West Harrow,E09000015,Harrow,London,4,7257,14.76181632,4184,7,4
E02000457,Rayners Lane North,E09000015,Harrow,London,4,6457,11.88986449,4978,8,4
E02000459,South Harrow,E09000015,Harrow,London,4,8768,20.52602133,2945,5,3
E02000460,Newton Farm,E09000015,Harrow,London,4,6685,22.8510537,2530,4,2
E02000461,Harrow-on-the-Hill,E09000015,Harrow,London,4,7261,9.606814902,5662,9,5
E02000462,Alexandra Park,E09000015,Harrow,London,4,6829,16.83032523,3666,6,3
E02000463,Earlsmead,E09000015,Harrow,London,5,8361,19.37885875,3161,5,3
E02000464,Dagnam Park & Noak Hill,E09000016,Havering,London,4,7113,28.93272726,1665,3,2
E02000465,Petersfield Avenue & Duck Wood,E09000016,Havering,London,5,8635,28.40643023,1733,3,2
E02000466,Havering-atte-Bower & Chase Cross,E09000016,Havering,London,5,8568,23.8243401,2393,4,2
E02000467,Harold Hill East,E09000016,Havering,London,6,10433,39.5210024,743,2,1
E02000468,Collier Row & Park Farm,E09000016,Havering,London,5,8105,19.32032091,3174,5,3
E02000469,Harold Hill West,E09000016,Havering,London,4,6973,27.90097605,1812,3,2
E02000470,Harold Park & Harold Wood,E09000016,Havering,London,5,8519,12.54507888,4805,8,4
E02000471,Rise Park,E09000016,Havering,London,5,7517,9.877744047,5577,9,5
E02000472,Romford North,E09000016,Havering,London,6,9146,12.86092904,4717,7,4
E02000473,Ardleigh Green,E09000016,Havering,London,6,10178,10.98426842,5235,8,4
E02000474,Romford North West,E09000016,Havering,London,5,8883,19.71408499,3089,5,3
E02000475,Gidea Park,E09000016,Havering,London,6,9730,11.10619764,5211,8,4
E02000476,Central Romford,E09000016,Havering,London,5,9390,24.44453632,2304,4,2
E02000477,Romford East,E09000016,Havering,London,6,9467,7.530689976,6163,10,5
E02000478,Emerson Park,E09000016,Havering,London,4,5943,8.183281171,6015,9,5
E02000479,Romford South,E09000016,Havering,London,5,8943,17.73121671,3495,6,3
E02000480,Rush Green,E09000016,Havering,London,6,11339,20.27139518,2999,5,3
E02000481,Cranham East,E09000016,Havering,London,5,7984,10.0844147,5521,9,5
E02000482,Upminster North & Cranham West,E09000016,Havering,London,4,6487,4.255190535,6712,10,5
E02000483,Hornchurch,E09000016,Havering,London,5,7875,14.03330857,4386,7,4
E02000484,Hylands,E09000016,Havering,London,5,8433,11.67679557,5042,8,4
E02000485,Upminster Bridge,E09000016,Havering,London,5,8307,10.01195161,5540,9,5
E02000486,Elm Park East,E09000016,Havering,London,5,7544,9.982827413,5551,9,5
E02000487,Upminster South & Corbets Tey,E09000016,Havering,London,5,7760,5.735804124,6537,10,5
E02000488,Hacton,E09000016,Havering,London,5,7404,7.570462318,6154,10,5
E02000489,Elm Park West,E09000016,Havering,London,5,8390,16.10463743,3847,6,3
E02000490,South Hornchurch,E09000016,Havering,London,5,8021,16.42692669,3765,6,3
E02000491,Hornchurch Marshes,E09000016,Havering,London,5,9296,27.16120471,1915,3,2
E02000492,Rainham East & Wennington,E09000016,Havering,London,4,6480,14.37871019,4292,7,4
E02000493,Rainham West,E09000016,Havering,London,4,6512,22.68113882,2561,4,2
E02000494,Ducks Hill,E09000017,Hillingdon,London,5,7361,10.10661119,5518,9,5
E02000495,Northwood,E09000017,Hillingdon,London,6,10217,11.82918988,4998,8,4
E02000496,Harefield,E09000017,Hillingdon,London,5,7513,19.60660974,3114,5,3
E02000497,Northwood Hills,E09000017,Hillingdon,London,5,9251,14.29750384,4316,7,4
E02000498,West Ruislip North,E09000017,Hillingdon,London,4,6054,11.36495012,5139,8,4
E02000499,Eastcote,E09000017,Hillingdon,London,5,7752,7.166763416,6249,10,5
E02000500,Ruislip,E09000017,Hillingdon,London,5,8205,7.238890311,6231,10,5
E02000501,Ruislip Manor,E09000017,Hillingdon,London,5,8451,8.764077151,5867,9,5
E02000502,West Ruislip South,E09000017,Hillingdon,London,5,8253,8.720309584,5881,9,5
E02000503,Ruislip Gardens,E09000017,Hillingdon,London,5,9159,8.01256469,6060,9,5
E02000504,Ickenham,E09000017,Hillingdon,London,5,7464,6.065078778,6470,10,5
E02000506,Uxbridge Common & Swakeleys,E09000017,Hillingdon,London,5,7916,8.406718039,5968,9,5
E02000507,Hillingdon North East,E09000017,Hillingdon,London,5,8129,11.40305413,5124,8,4
E02000508,Uxbridge Central & Brunel,E09000017,Hillingdon,London,4,11287,14.74213281,4191,7,4
E02000509,Uxbridge West,E09000017,Hillingdon,London,4,12057,15.67059119,3953,6,3
E02000510,Hillingdon South,E09000017,Hillingdon,London,5,8795,15.97284548,3885,6,3
E02000511,Charville,E09000017,Hillingdon,London,6,9906,15.61196689,3962,6,3
E02000512,Hillingdon Heath,E09000017,Hillingdon,London,5,8450,25.67857811,2125,4,2
E02000513,Yeading North,E09000017,Hillingdon,London,5,9992,29.06961499,1647,3,2
E02000514,Yeading West,E09000017,Hillingdon,London,6,10215,21.02076838,2849,5,3
E02000515,Yiewsley West,E09000017,Hillingdon,London,6,11385,25.96812754,2091,4,2
E02000516,Yeading Brookside,E09000017,Hillingdon,London,5,9023,22.52729635,2587,4,2
E02000517,Hayes End,E09000017,Hillingdon,London,5,9762,26.90824216,1944,3,2
E02000518,Yiewsley East,E09000017,Hillingdon,London,5,8841,27.76235177,1831,3,2
E02000519,Hayes Town North,E09000017,Hillingdon,London,5,9128,30.21653002,1518,3,2
E02000520,Hayes Town & Lake Farm,E09000017,Hillingdon,London,6,13016,26.35636716,2032,3,2
E02000521,West Drayton East,E09000017,Hillingdon,London,5,11978,28.08770321,1779,3,2
E02000522,West Drayton West,E09000017,Hillingdon,London,5,9238,24.4800814,2298,4,2
E02000523,Hayes South,E09000017,Hillingdon,London,5,11079,20.60353534,2932,5,3
E02000524,"Heathrow, Hardmonsworth & Sipson",E09000017,Hillingdon,London,4,7522,23.92614079,2371,4,2
E02000525,Harlington & Cranford Cross,E09000017,Hillingdon,London,5,9800,23.33353612,2471,4,2
E02000526,Chiswick North East,E09000018,Hounslow,London,5,8427,10.52858075,5388,8,4
E02000528,Brentford East,E09000018,Hounslow,London,6,11544,31.21370738,1414,3,2
E02000529,Heston North,E09000018,Hounslow,London,5,8593,22.90753357,2523,4,2
E02000530,North Hyde & North Cranford,E09000018,Hounslow,London,4,7147,33.26754316,1203,2,1
E02000531,Brentford Central,E09000018,Hounslow,London,5,10248,22.93878103,2514,4,2
E02000532,Chiswick South East,E09000018,Hounslow,London,6,9108,14.99807795,4119,7,4
E02000533,Chiswick South West,E09000018,Hounslow,London,5,8396,15.51448368,3988,6,3
E02000534,Brentford West & Osterley Park,E09000018,Hounslow,London,4,8176,13.7221524,4474,7,4
E02000535,Heston West,E09000018,Hounslow,London,5,9375,19.51728331,3130,5,3
E02000536,Heston Central & Lampton West,E09000018,Hounslow,London,5,9541,20.89095451,2874,5,3
E02000537,Osterley & Lampton East,E09000018,Hounslow,London,5,9260,16.15282646,3832,6,3
E02000538,Cranford,E09000018,Hounslow,London,5,9547,22.20265696,2631,4,2
E02000539,Syon Green,E09000018,Hounslow,London,5,10962,20.98894034,2856,5,3
E02000540,Spring Grove,E09000018,Hounslow,London,5,10308,20.83967637,2885,5,3
E02000541,Hounslow Meadows,E09000018,Hounslow,London,5,9397,24.00356795,2366,4,2
E02000542,Hounslow West,E09000018,Hounslow,London,5,11287,24.03569806,2358,4,2
E02000543,Hounslow High Street,E09000018,Hounslow,London,6,13191,21.48257706,2768,5,3
E02000544,Hounslow East,E09000018,Hounslow,London,5,8365,14.27977621,4324,7,4
E02000545,Isleworth & Ivybridge,E09000018,Hounslow,London,5,8578,25.57655794,2144,4,2
E02000546,Hounslow Heath,E09000018,Hounslow,London,5,9797,21.02405941,2848,5,3
E02000547,North Feltham & Hatton,E09000018,Hounslow,London,5,9922,20.50548811,2952,5,3
E02000548,Bedfont,E09000018,Hounslow,London,5,9654,27.05131407,1931,3,2
E02000549,Feltham East,E09000018,Hounslow,London,6,11394,22.36303133,2607,4,2
E02000550,Feltham Central,E09000018,Hounslow,London,6,10761,26.45205353,2020,3,2
E02000551,Hanworth North,E09000018,Hounslow,London,5,8956,31.84457972,1365,3,2
E02000552,Lower Feltham,E09000018,Hounslow,London,5,8880,17.76589065,3489,6,3
E02000553,Hanworth South,E09000018,Hounslow,London,4,6852,21.70560829,2730,5,3
E02000554,Highcroft & Holly Park,E09000019,Islington,London,6,9874,36.66239346,918,2,1
E02000555,Archway East,E09000019,Islington,London,6,9722,26.46300453,2018,3,2
E02000556,Tollington,E09000019,Islington,London,6,10615,28.72032586,1698,3,2
E02000557,Archway West,E09000019,Islington,London,5,8495,32.96260871,1235,2,1
E02000558,Finsbury Park West,E09000019,Islington,London,5,9869,41.07389715,662,1,1
E02000559,Gillespie Road,E09000019,Islington,London,6,9778,19.86610309,3059,5,3
E02000560,Holloway Nag's Head,E09000019,Islington,London,4,8128,26.43068984,2021,3,2
E02000561,Tufnell Park East,E09000019,Islington,London,4,8260,17.51918632,3534,6,3
E02000562,Highbury,E09000019,Islington,London,5,8909,23.77685094,2402,4,2
E02000563,Hilldrop,E09000019,Islington,London,5,8967,35.92107037,971,2,1
E02000564,Lower Holloway,E09000019,Islington,London,7,11981,28.14323871,1769,3,2
E02000565,Newington Green,E09000019,Islington,London,5,8808,30.05893744,1531,3,2
E02000566,Highbury Fields,E09000019,Islington,London,5,9135,19.40020033,3157,5,3
E02000567,Canonbury East & Mildmay Park,E09000019,Islington,London,6,11564,27.7761618,1829,3,2
E02000568,Caledonian Road,E09000019,Islington,London,5,11863,31.37831341,1403,3,2
E02000569,Islington North & Canonbury West,E09000019,Islington,London,6,10896,29.22653882,1628,3,2
E02000570,Barnsbury East,E09000019,Islington,London,5,9613,16.2343384,3813,6,3
E02000571,Islington East & Arlington,E09000019,Islington,London,5,8926,31.61491777,1384,3,2
E02000572,Barnsbury West,E09000019,Islington,London,5,8963,35.59977106,998,2,1
E02000573,Angel,E09000019,Islington,London,5,9475,21.75092433,2711,4,2
E02000574,King's Cross & Pentonville,E09000019,Islington,London,5,9038,25.39780704,2169,4,2
E02000575,Clerkenwell,E09000019,Islington,London,7,13452,21.6467025,2743,5,3
E02000576,Old Street & St Luke's,E09000019,Islington,London,5,11176,26.24840668,2052,4,2
E02000577,Golborne & Swinbrook,E09000020,Kensington and Chelsea,London,5,6938,48.5609448,352,1,1
E02000578,Ladbroke Grove,E09000020,Kensington and Chelsea,London,4,5887,42.82580601,570,1,1
E02000579,North Kensington,E09000020,Kensington and Chelsea,London,5,8417,30.37523892,1506,3,2
E02000580,Portobello,E09000020,Kensington and Chelsea,London,5,8149,35.25206234,1021,2,1
E02000581,Notting Dale,E09000020,Kensington and Chelsea,London,5,7041,41.39443758,646,1,1
E02000582,Notting Hill Gate,E09000020,Kensington and Chelsea,London,5,7166,16.72524058,3688,6,3
E02000583,Notting Hill West,E09000020,Kensington and Chelsea,London,5,6962,16.84167165,3659,6,3
E02000584,Notting Hill South,E09000020,Kensington and Chelsea,London,5,7895,11.60091058,5061,8,4
E02000585,Holland Park,E09000020,Kensington and Chelsea,London,5,8113,16.70170442,3697,6,3
E02000586,Queen's Gate,E09000020,Kensington and Chelsea,London,5,7515,9.498918297,5692,9,5
E02000587,Kensington Abingdon,E09000020,Kensington and Chelsea,London,5,7404,11.36996299,5137,8,4
E02000588,Hans Town,E09000020,Kensington and Chelsea,London,5,8100,11.11695469,5208,8,4
E02000589,Kensington Gardens,E09000020,Kensington and Chelsea,London,5,8632,16.74312407,3682,6,3
E02000590,Brompton,E09000020,Kensington and Chelsea,London,5,7346,20.74208059,2904,5,3
E02000591,Earl's Court,E09000020,Kensington and Chelsea,London,4,6741,28.76678579,1690,3,2
E02000592,South Kensington,E09000020,Kensington and Chelsea,London,5,7043,11.40649681,5121,8,4
E02000593,West Brompton,E09000020,Kensington and Chelsea,London,5,8074,19.46751883,3140,5,3
E02000594,Chelsea Manor & Royal Hospital,E09000020,Kensington and Chelsea,London,5,7870,12.73174549,4759,8,4
E02000595,Chelsea Riverside East,E09000020,Kensington and Chelsea,London,5,7670,14.96315698,4129,7,4
E02000596,Fulham Road,E09000020,Kensington and Chelsea,London,5,8347,12.34182748,4870,8,4
E02000597,Chelsea Riverside West,E09000020,Kensington and Chelsea,London,5,7279,32.16868196,1324,2,1
E02000598,Tudor Drive,E09000021,Kingston upon Thames,London,5,8092,6.144264335,6460,10,5
E02000599,Kingston Vale & Coombe Hill,E09000021,Kingston upon Thames,London,5,7982,7.575964671,6151,10,5
E02000600,Kingston Hill,E09000021,Kingston upon Thames,London,5,9078,8.830271205,5854,9,5
E02000601,Kingston North,E09000021,Kingston upon Thames,London,6,12320,9.207309253,5763,9,5
E02000602,Kingston East & Norbiton West,E09000021,Kingston upon Thames,London,5,10519,19.05174009,3236,5,3
E02000603,Norbiton East,E09000021,Kingston upon Thames,London,5,8383,17.88980914,3462,6,3
E02000604,New Malden East,E09000021,Kingston upon Thames,London,5,8975,10.64922986,5358,8,4
E02000605,New Malden West,E09000021,Kingston upon Thames,London,5,8173,11.17658767,5187,8,4
E02000606,Kingston Riverside,E09000021,Kingston upon Thames,London,5,10364,10.24635652,5475,9,5
E02000607,Berrylands North,E09000021,Kingston upon Thames,London,4,7744,7.982177686,6066,9,5
E02000608,Surbiton North,E09000021,Kingston upon Thames,London,4,8481,11.44378552,5103,8,4
E02000609,Malden Manor,E09000021,Kingston upon Thames,London,5,7697,13.53369676,4517,7,4
E02000610,Surbiton South,E09000021,Kingston upon Thames,London,5,8098,14.55825624,4248,7,4
E02000611,Berrylands South,E09000021,Kingston upon Thames,London,5,7544,5.687776246,6546,10,5
E02000612,Motspur Park,E09000021,Kingston upon Thames,London,5,8147,9.021012397,5813,9,5
E02000613,Southborough,E09000021,Kingston upon Thames,London,5,8306,11.42226535,5110,8,4
E02000614,Tolworth,E09000021,Kingston upon Thames,London,5,8860,14.95228646,4133,7,4
E02000615,Hook,E09000021,Kingston upon Thames,London,5,7842,10.27703877,5461,9,5
E02000616,Chessington North,E09000021,Kingston upon Thames,London,4,6148,9.510588321,5687,9,5
E02000617,Chessington South & Malden Rushett,E09000021,Kingston upon Thames,London,5,8856,16.04645766,3859,6,3
E02000619,Lambeth Walk & North Kennington,E09000022,Lambeth,London,5,8708,27.95872657,1801,3,2
E02000620,Kennington West & Vauxhall North,E09000022,Lambeth,London,5,10116,25.99694504,2084,4,2
E02000621,Vauxhall South,E09000022,Lambeth,London,6,10949,25.98523783,2088,4,2
E02000622,Oval,E09000022,Lambeth,London,5,8980,23.47788107,2444,4,2
E02000623,Stockwell North,E09000022,Lambeth,London,5,8196,28.88501672,1671,3,2
E02000624,Stockwell East,E09000022,Lambeth,London,5,8385,29.00141729,1655,3,2
E02000625,Stockwell West,E09000022,Lambeth,London,5,8416,31.11013462,1428,3,2
E02000626,Loughborough Road,E09000022,Lambeth,London,5,8551,35.38426617,1015,2,1
E02000627,Stockwell South,E09000022,Lambeth,London,5,9842,29.5691329,1590,3,2
E02000628,Brixton North,E09000022,Lambeth,London,6,9607,38.76461112,797,2,1
E02000629,Clapham North,E09000022,Lambeth,London,5,9125,22.65602082,2565,4,2
E02000630,Clapham Old Town,E09000022,Lambeth,London,5,7889,20.47234998,2957,5,3
E02000631,Herne Hill East,E09000022,Lambeth,London,5,9587,19.12386263,3220,5,3
E02000632,Acre Lane,E09000022,Lambeth,London,5,8941,23.35723689,2466,4,2
E02000633,Brixton Central,E09000022,Lambeth,London,5,9084,32.63786933,1267,2,1
E02000634,Clapham Common North,E09000022,Lambeth,London,4,6674,30.16654975,1522,3,2
E02000635,Poets' Corner & Brockwell Park,E09000022,Lambeth,London,5,9318,26.39590974,2029,3,2
E02000636,Clapham South,E09000022,Lambeth,London,5,7949,15.97902881,3881,6,3
E02000637,Brixton Hill East,E09000022,Lambeth,London,5,9113,22.23605673,2623,4,2
E02000638,Brixton Hilll West,E09000022,Lambeth,London,5,10843,25.1652432,2196,4,2
E02000639,Clapham Park East & Streatham Hill North,E09000022,Lambeth,London,5,8304,28.6021468,1711,3,2
E02000640,Clapham Park West,E09000022,Lambeth,London,6,9682,16.02385891,3867,6,3
E02000641,Tulse Hill,E09000022,Lambeth,London,5,8978,32.5953004,1273,2,1
E02000642,West Dulwich,E09000022,Lambeth,London,5,9839,24.80936701,2247,4,2
E02000643,Streatham Hill,E09000022,Lambeth,London,5,9277,22.51157217,2590,4,2
E02000644,Leigham Vale & Royal Circus,E09000022,Lambeth,London,5,9023,20.97485869,2861,5,3
E02000645,West Norwood East,E09000022,Lambeth,London,5,9598,22.59827693,2575,4,2
E02000646,Streatham Central,E09000022,Lambeth,London,5,10152,19.73400502,3082,5,3
E02000647,West Norwood West & Streatham East,E09000022,Lambeth,London,5,9144,19.74020986,3081,5,3
E02000648,West Norwood South,E09000022,Lambeth,London,5,8292,34.77551363,1058,2,1
E02000649,Streatham Green,E09000022,Lambeth,London,6,13326,24.58144605,2281,4,2
E02000650,Gipsy Hill,E09000022,Lambeth,London,5,7632,31.01599934,1437,3,2
E02000651,Streatham Common,E09000022,Lambeth,London,5,9277,21.3245947,2792,5,3
E02000652,Streatham Vale,E09000022,Lambeth,London,5,8018,20.35834697,2977,5,3
E02000653,Silwood & Pepys,E09000023,Lewisham,London,5,9882,27.21123345,1909,3,2
E02000654,Deptford North,E09000023,Lewisham,London,5,8647,34.46425997,1085,2,1
E02000655,New Cross Gate,E09000023,Lewisham,London,5,8863,32.33255805,1304,2,1
E02000657,New Cross South,E09000023,Lewisham,London,5,9898,26.14080835,2067,4,2
E02000658,Telegraph Hill,E09000023,Lewisham,London,5,8759,24.88318941,2238,4,2
E02000659,Blackheath West,E09000023,Lewisham,London,5,7958,22.07216939,2652,4,2
E02000660,Brockley East & St Johns,E09000023,Lewisham,London,5,8492,24.62350412,2271,4,2
E02000661,Blackheath Village,E09000023,Lewisham,London,4,6763,16.33983824,3787,6,3
E02000662,Brockley West,E09000023,Lewisham,London,5,8824,23.98974263,2367,4,2
E02000663,Loampit & Hilly Fields,E09000023,Lewisham,London,4,7466,20.51843986,2948,5,3
E02000664,Lewisham Central & Park,E09000023,Lewisham,London,6,11750,34.52040026,1080,2,1
E02000665,Manor House,E09000023,Lewisham,London,4,8737,20.6207031,2927,5,3
E02000666,Ladywell,E09000023,Lewisham,London,4,7309,21.69424696,2732,5,3
E02000667,Crofton Park,E09000023,Lewisham,London,4,6895,15.33854532,4033,6,3
E02000668,Lee,E09000023,Lewisham,London,4,7361,17.37796142,3567,6,3
E02000669,Hither Green,E09000023,Lewisham,London,5,7985,24.5318938,2290,4,2
E02000670,Catford East & Mountsfield Park,E09000023,Lewisham,London,4,6619,34.12369769,1109,2,1
E02000671,Honor Oak,E09000023,Lewisham,London,5,8734,20.80914529,2891,5,3
E02000672,Catford Bridge,E09000023,Lewisham,London,5,8871,33.70041021,1146,2,1
E02000673,Forest Hill West,E09000023,Lewisham,London,5,8364,15.8290654,3922,6,3
E02000674,Corbett Estate,E09000023,Lewisham,London,5,8428,21.288556,2797,5,3
E02000675,Grove Park & Lee South,E09000023,Lewisham,London,5,8714,19.71985426,3085,5,3
E02000676,Forest Hill East,E09000023,Lewisham,London,5,8153,20.79734012,2894,5,3
E02000677,Culverley Green,E09000023,Lewisham,London,4,7391,22.7432338,2547,4,2
E02000678,Further Green,E09000023,Lewisham,London,4,6667,31.29934558,1410,3,2
E02000679,Perry Vale,E09000023,Lewisham,London,5,8230,26.11032892,2072,4,2
E02000680,Upper Sydenham,E09000023,Lewisham,London,4,7614,26.32857105,2038,4,2
E02000681,Bellingham & Perry Hill,E09000023,Lewisham,London,5,8589,34.67987833,1068,2,1
E02000682,Forster Park & Southend,E09000023,Lewisham,London,5,8926,31.32062324,1407,3,2
E02000683,Chinbrook,E09000023,Lewisham,London,4,6332,32.89828743,1242,2,1
E02000685,Sydenham Wells,E09000023,Lewisham,London,5,8414,27.24234835,1906,3,2
E02000686,Beckenham Hill,E09000023,Lewisham,London,4,7373,39.94807595,711,2,1
E02000687,Lower Sydenham,E09000023,Lewisham,London,5,8444,25.49714093,2154,4,2
E02000689,Wimbledon Park & Durnsford Road,E09000024,Merton,London,5,8175,9.18724208,5769,9,5
E02000690,Wimbledon Common,E09000024,Merton,London,4,5492,6.785943008,6334,10,5
E02000691,Wimbledon Broadway North,E09000024,Merton,London,5,7486,9.183412503,5772,9,5
E02000692,Wimbledon Hill,E09000024,Merton,London,5,7637,5.56483868,6562,10,5
E02000693,Colliers Wood,E09000024,Merton,London,5,9365,12.83311361,4726,7,4
E02000694,South Wimbledon,E09000024,Merton,London,5,9080,10.67231487,5342,8,4
E02000695,Graveney,E09000024,Merton,London,5,8484,14.05193352,4380,7,4
